tweet,location,Airline,Class
طيران جدا سيء مافي التزام بالمواعيد,,Fly Adeal,Negative
موجودين بالمطار من الساعه ١٠ ولحين ماعارفين شء ولا موظف نستفسر منه او حد يوضحلنا شي,,Fly Adeal,Negative
الرحله من دبي لرياض اتاجلت ٣ مرات ولان موعارفين,,Fly Adeal,Negative
"يا اخي الرجاء شخص عاقل يتواصل معي فالخاص
يتم تكرار الرد الالي من طرفكم ولا يوجد اي اجابه مفيده علي سءالي",,Fly Adeal,Negative
"رحله الرياض من دبي
تاخرت لمره الثالثه 
غير معقول احنا في المطار من الساعه وغير معروف الي الان متي فعلا تقلع
من يعوضنا ورانا اشغال وارتباطات تعبنا معكم واله دايم كذا",الرياض,Fly Adeal,Negative
"حجزت رحله وبطاقه الصعود ماوصلتني علي الايميل 
ولا جاني اي رساله عالايميل",المملكة العربية السعودية,Fly Adeal,Negative
هل يحتاج الرد الي يومين اكلمكم علي رقمكم دقيقه محد يرد اراسلكم هنا محد يرد,"القصيم, المملكة العربية السعودية",Fly Adeal,Negative
غير منطقي التاخير في اقلاع رحله الرياض الي جده رقم ١٧ ويكمل الخل بتاخر رحله جده الي الرياض رقم ١٥٢ وفوق كل ذلك ما فيه اعتذار او توضيح من المشغل هل الوضع داءم بهالشكل او ان خدمه العميل عمل غير مريح بالنسبه لكم,"Virginia, USA",Fly Adeal,Negative
ياخي ردوا علي الخاص انا دفعت ولا جاني رساله علي الايميل بتفاصيل الحجز ارسلت رقم جوالي والايميل,,Fly Adeal,Negative
يومين وما وصلني رد منكم وين خدمه العملاء,,Fly Adeal,Negative
مو معقول فلاي اديل كل مره كذا رحله تاخر ساعه تكنسل يدفوني لرحله ثانيه تاخر تاخر تاخر,,Fly Adeal,Negative
الي متي تاخير رحلات زياده انها تاجلت ساعه تاخير دقيقه والي الان مافتحت البوابه اخر رحله مع طيران اديل,,Fly Adeal,Negative
ليه التاخير رحله ٥١٣,,Fly Adeal,Negative
لو سمحت ارسل بالعام والخاص ماحد يرد وادق علي الرقم ماحد يرد,,Fly Adeal,Negative
عملت حجز وما يمكني تعديل التاريخ يعطيني خطا عند الدفع وخدمه العملاء ما يردون,Kingdom of Saudi Arabia,Fly Adeal,Negative
لو سمحتو ابي اقص البوردنق ويرفض الموقع والتطبيق مع العلم بكره موعد السفر واتصلت عليكم ولا احد يرد,,Fly Adeal,Negative
السلام عليكم ابي اعرف رقم المرجع اتصلت عليكم وانتظرت ٢٠ دقيقه محد يرد,,Fly Adeal,Negative
تاخرت طيارتنا ٤ ساعات,,Fly Adeal,Negative
شكرا طيران اديل,,Fly Adeal,Positive
رحلتي الساعه وتاجلت ثلاث ساعات ونصف يا اديل ما جعلني الغي رحلتيمن لديه موعد معين فاديل سوف تجعله يخلف موعده,,Fly Adeal,Negative
ياهو ماحد يرد علينا,,Fly Adeal,Negative
يخي ردو خاص وش هالشركه الي ماتفيد ولانستفيد منها,saudi arabia(jeddah),Fly Adeal,Negative
فريق خدمه العملاء لايوجد استجابه,,Fly Adeal,Negative
١ يوما علي تضيعكم لشنطه والي الان لايوجد اهتمام فعلي ولا يوجد رد,,Fly Adeal,Negative
بتردون انتو والا كيف,المملكة العربية السعودية,Fly Adeal,Negative
مكن الرد انا حجزت رحله معايا عربيه احتياجات خاصه هل اقدر اطلعها الطياره,,Fly Adeal,
مكن اعرف ليش محد يرد خدمه المسافرين حاطين الرقم وكله دعايات,,Fly Adeal,Negative
خدمتكم سيءه لغايه وشحنكم اسوا شحنت شنطتي امس وصلتني مكسوره ومعدومه والاشياء مكسره حسبي اله ونعم الوكيل الي الواحد يخسر فلوس عشان راحته لاكن طيران اديل يطلع الراحه من عيونه وماقول الا حسبي اله ونعم الوكيل واله لايسامحكم,"محايل, المملكة العربية السعودية",Fly Adeal,Negative
ردوا علي الخاص يا عالم,,Fly Adeal,Negative
ارسلنا خاص من امس,المملكة العربية السعودية,Fly Adeal,Negative
"لسش رحلاتكم الداخليه غاليه مره والدوليه اسعار رخيصه
يعني اسطنبول فوق ٣٠
ومن الرياض لجده في نفس الفتره
فوق ٦٠","مكة المكرمة, المملكة العربية السعودية",Fly Adeal,Negative
ليه حساب خدمه العملاء مايردون خاص,,Fly Adeal,Negative
نصيحه لا احد يحجز معهم نصابين اجلوا الرحله اكثر من مره بعدين الغوها ورفضوا يسون استرجاع,,Fly Adeal,Negative
موقعكم سيء من امس وهو يرفض الحجز والحين يقول لديك حجز قاءم علي الرحله شوفو لنا حل,"Dammam, Kingdom of Saudi Arabia",Fly Adeal,Negative
لا والوصول ١٥ ما وصلنا الا ١٢٣٠ نحاسبكم علي التاخير ولا بس انتم الي تحاسبون حسبي اله ونعم الوكيل,,Fly Adeal,Negative
السلام عليكم رحلتي امس من جده لعمان وشنطتي مفقوده ادق عليكم محد يرد,,Fly Adeal,Negative
مكن احد يتواصل معي ويرد علي لو سمحتو رحلتي الفجر اليوم ولاجتني رساله تاكيد الحجز وفي مسافر بيلغي رحلته ولا احد يتجاوب معي ويرد لايميل ولا رد الي,,Fly Adeal,Negative
لايوجد رد من قبلكم لي اربع ايام احاول اتواصل مع خدمه العملاء علي الرقم ماحد يرد والايميل ماحد يرد,,Fly Adeal,Negative
مكن احد يرد علي مومعقول خدمه العملاء ماحد يرد والايميل ماحد يرد كيف نتواصل معكم,,Fly Adeal,Negative
ليه ما تردون علي الخاص يعني يعجبكم الشرشحه,,Fly Adeal,Negative
رحله تاجلت واتلغت اسطنبول جده وش الحل,,Fly Adeal,Negative
اسبوعين والي الان لم تحل مشكلتي,,Fly Adeal,Negative
شوا الخاص من امس ارسل لكم ماتردون,"Jeddah, Kingdom of Saudi Arabia",Fly Adeal,Negative
اتصلت ع الرقم دقايق ولافيه رد ابدا ولافيه اي تجاوب منكم حتي ف الرساءل الخاصه,Kingdom of Saudi Arabia,Fly Adeal,Negative
لايوجد رد,,Fly Adeal,Negative
مع الاسف اسوا طيران حجزنا وصلنا مقفله الرحله قبل بوقت كثير حوالي ساعه وتعامل سيء وبرود العاملات ضحك وكركره والموظف يرجعنا لمبيعات ويقطع وقت مين يرجع لنا حقنا الضايع في التذاكر حسبي اله ونعم الوكيل,,Fly Adeal,Negative
حجزت عن طريق تطبيق ودفعت الفلوس عن طريق ابل بي واخذو الفلوس وجا عندي بالتطبيق تم الغاء اتمام الحجز والفلوس مارجعت من امس,,Fly Adeal,Negative
انا حاجز رحله قبل تقريبا شهر ودافع فلوسها رحله عمل مهمه جدا ويوم ادخل التطبيق يقول لي لايوجد لديك رحلات قادمه,,Fly Adeal,Negative
تواصلت مع خدمه العملاء محد يرد,,Fly Adeal,Negative
ردوا ع الخاص,"Jeddah, Kingdom of Saudi Arabia",Fly Adeal,Negative
ما حد برد فيكم شو هالخدمه,"محافظة عمان, المملكة الأردنية ",Fly Adeal,Negative
حرفيا انتو اسواء شركه طيران لان مو من ضمن قوانين شركات الطيران قبل الرحله بساعه وربع ترفضوا تستقبلوا المسافرين باي حق ترفضوا الاستقبال في الكاونتر وطلوع الطياره,Jeddah .,Fly Adeal,Negative
ابي اسوي شكوي ع رحله من دبي لرياض,,Fly Adeal,Negative
رحلتي الساعه ١٢ ليش تاخرت لين ٣ وليش ما تعلمون الواحد بدري بتاخير ولا اذا صار في المطار ينتظر ٦ ساعات,,Fly Adeal,Negative
حسبي اله عليهم هم وخدمتهم من اول قلبي كان قارصني بس قلت اجرب,"ثادق, المملكة العربية السعودية",Fly Adeal,Negative
ما يردون تنزل تحت تحجز تذكره جديده والتذكره القديمه اله يعوضك خير,,Fly Adeal,Negative
انا جيت قبل الرحله بساعه وربع والموظف قال ان الكونتر قفل وش الحل والهاتف محد يرد مع من نتواصل,"ثادق, المملكة العربية السعودية",Fly Adeal,Negative
السلام عليكم ورحمه اله انا حجزت اليوم وقفل الكونتر قبل موعدالرحله بساعه وربع ولم يساعدني موظف الخطوط,"ثادق, المملكة العربية السعودية",Fly Adeal,Negative
انا حجزت من جده لهفوف وجايه قبل الرحله بساعه ويقولون لي قفلت سلامات وانا جايه من بعيد شلون تطير ا…,,Fly Adeal,Negative
استرجعو المبلغ عالاقل,,Fly Adeal,Negative
ارجو من حضرتكم الرد علي الخاص او الايميل عندي مشكله و حاولت بجميع الطرق التواصل معكم و لكن لا يوجد رد,,Fly Adeal,Negative
ارسلت رساله عالخاص و ما تم الرد و صار لي نص ساعه انتظار علي رقمكم,,Fly Adeal,Negative
السلام عليكم رحلتي امس من جده لدمام وشنطتي مفقوده ادق عليكم محد يرد,المملكة العربية السعودية,Fly Adeal,Negative
رحله الدمام الي القاهره تاخرت لاكثر من ساعات و دقيقه المهم ماعلينا بكيفكم لكن عتبنا عليكم ارسال رساله بالتاخير راح علينا مفطح يرضيكم,,Fly Adeal,Negative
السلام عليكم لدي مشكله في الحجز واحتاج التواصل معكم لاهميه بشكل عاجل لي ساعه اتصل ع رقمكم المجاني ولا احد يرد,,Fly Adeal,Negative
ارسلت لهم من الساعه ١٠ محد رد بيروح علي الحجز وهم ماردو,,Fly Adeal,Negative
اسء شركات الطيران علي مستوا العالم,,Fly Adeal,Negative
من ازبل شركات الطيران علي مستوا العالم خدمه زباله وطيران زبال,,Fly Adeal,Negative
حجزت بالتطبيق قبل شهرين رحله داخليه ل ٧ اشخاص وموعدها بكره ودخلت علي الحجز كي استخرج بطاقه صعود الطاءره تفاجات برساله انه لايوجد حجز امل البحث بالموضوع لاستخراج البوردنق الرقم احمد الجاراله,,Fly Adeal,Negative
خدمه عملاء فاشلين لي يومين اتصل مافي رد,,Fly Adeal,Negative
حتي الان لا احد يرد اهمال,مصر,Fly Adeal,Negative
انا حجزت من جده لهفوف وجايه قبل الرحله بساعه ويقولون لي قفلت سلامات وانا جايه من بعيد شلون تطير الطياره قبل موعدها,.,Fly Adeal,Negative
قشري بصل لين يردون وهقوني الفاشلين بري السعوديه ورطوني حسبي اله عليهم بس اله يلعني لو عاد طلعت معاهم ولا حجزت عندهم,"New York, USA",Fly Adeal,Negative
"ليش 
اتصلت مره وانتظرت اكثر من دقيقه ولم يتم الرد 
والان المره الثانيه وصورت لكم ولناس ولمن عنده احساس بالمسءوليه",مصر,Fly Adeal,Negative
حجزت ودفعت قيمه التذكره من امس والي لم يتم ارسال تفاصيل التذكره علي الجوال او علي الايميل حاولت التواصل معكم بكل الطرق المتاحه ولم اتمكن الوصول الي اي موظف ايش الحل كيف اقدر اوصل لكم,"Jeddah, Kingdom of Saudi Arabia",Fly Adeal,Negative
يوجد لدينا شكوي برقم لم يتم حلها,الدمام,Fly Adeal,Negative
لاتردون ع الهاتف ولا ع الخاص ايش الحكايه, في المدينه الخياليه الخاليه ,Fly Adeal,Negative
"ردو علي بعد مرور اكثر من ساعه
وبعد ماراحت الرحلات علي
عشان معاد تستفيد من التذاكر الي حاجزها",,Fly Adeal,Negative
"كلام فاضي واله
اسوا خدمه عملاء",,Fly Adeal,Negative
حاولت كل السبل لالغاء رحلتي اليوم و استرداد الملبغ بدون فاءده لايوجد خيار بالموقع الالكتروني الرسمي و لا احد يرد علي المكالمات كيف الغي و استرد مبلغ التذكره رحلتي الدمام الي قطر اليوم,,Fly Adeal,Negative
اقسم باله اسوء طيران مر علي ولا شيء كويس عندكم نصابين,المملكة العربية السعودية,Fly Adeal,Negative
السلام عليكم ارسل علي الخاص خدمه العملاء ليا ثلاثه ساعات ولم اجد رد,,Fly Adeal,Negative
حسبنا اله ونعم الوكيل اول طيران في الجوف حاجز لرياض واقلعت الرحله قبل موعدها بساعه وعاملونا بعنف اخر مره نتعامل معهم,المملكة العربية السعودية,Fly Adeal,Negative
"كنت علي متن رحله عن طريق طيرانكم قمت بتسليم الحقيبه لشحن ثم استلمها الاقيها محكمه القفل بهذي الطريقه انا ما عندي علم بوجود نوع القفل بالحقيبه
و الان مو قادره افتحها لان ماعندي قفل لها 
اعرف انه ما تقدرون تسون شي الان لكن طلبي لو سمحتوا لا تعبثون بالحقاءب",,Fly Adeal,Negative
"٧ العريس ضايع في الزواج بعد ما ضاعت شنطه العروسه في طيران اديل
فينشنطهالعروسهطيراناديل","جدة, المملكة العربية السعودية",Fly Adeal,Negative
اول مره احجز معكم والنتيجه تاخر رحلتي ٤ ساعات واريد الغاها لاني مرتبط برحله اخري وبتفوت علي بسب تاجيلكم والمشكله لا احد يجيب,الخبر,Fly Adeal,Negative
الرجاء الرد علي الخاص لاني ياست من الاتصال,,Fly Adeal,Negative
مكن تكرموا وتردوا علي الخاص ولا مو مكن,JEDDAH ,Fly Adeal,Negative
رحلتي كانت من جده لدمام ولاسف شنطتي لم تصل معي سءالي هل الشنطه وصلت,"Jeddah, Kingdom of Saudi Arabia",Fly Adeal,Negative
لك ان تخيل بدون رد او اعتذار تلغي الرحله بعد انتظار او تعويض بعد انتظار ١٢ ساعه,,Fly Adeal,Negative
اسوا تعامل واخر مره اسافر ع خطوطكم,,Fly Adeal,Negative
"السلام عليكم 
تاخرت الرحله ثالث ساعات ويمكن تزيد ولحد الان مافي اي تعويض او اي فعل من قبلكم",المملكة العربية السعودية,Fly Adeal,Negative
يا محترمين في طيراناديل غيرتوا موعد الرحله بشكل مفاجء وبسبكم تكلفنا كثير بسب هذا التغير و فوق ذلك ما تردون علي المكالمات هل يحتاج الامر حجز موعد علي اساس تردون فعلا شي مءسف,"الاحساء, المملكة العربية السعودية",Fly Adeal,Negative
ردو عشان نعرف ايش وضعنا لا بتردو اتصال ولا برسايل خير,المملكة العربية السعودية,Fly Adeal,Negative
"السلام عليكم عندي رحله من الجوف الي الرياض و الساعه ٧٤٠ الاقلاع ولما رحت ٧ بالضبط قالوا الطياره اقلعت من ساعه
وش الموضوع مع طيرانكم لهالدرجه استهتار وعدم التزام بالوقت","Jouf, Kingdom of Saudi Arabia",Fly Adeal,Negative
"لي ٢٤ ساعه وانا اتواصل مع خدمه العملاء و الاتصال علي رقم خدمه العملاء وتواصلت علي الانستقرام بدون فايده 
ابي افصل مسافر عن الرحله",المملكة العربية السعودية,Fly Adeal,Negative
ليش التاخير برد المستحقات خاصه وان السب الالغاء لحجز جاء منكم وطلبنا استرجاع المبلغ ولان لم يتم استرجاع اي مبالغ ماليه والخاص مافيه اي تجاوب,Negative,Fly Adeal,
الرحله بعد اقل من ٢٤ ساعه وموراضي يطلع البوردينق ليش مكن تحلون لي هالمشكله,,Fly Adeal,Negative
طيران معفن وغير مريح,,Fly Adeal,Negative
لاسف ساعه كامله واكثر تاخير عن موعد الرحله اول واخر مره احجز فيها جدا سيءه ومانصح احد يحجز فيها,,Fly Adeal,Negative
فشل في المواعيد,,Fly Adeal,Negative
"ياليت تطورنا تطبيقكم

تشوفنا الشركه التي عملت تطبيق ناس او غيرهم

تطبيقكم لاسف لايوكب العصر",KSA/الرياض-الدمام - مكة Dubai ,Fly Adeal,Negative
"الساده الاعزاء في 
حقيقه لا افهم كيف تعاملون مع فقدان 
امتعه المسافرين لم اجد ادني معاير الاحترافيه في تعاملكم مع هذا الامر مندوبكم في القاهره لا يتجاوب وحسابكم هنا لا يرد ان من معاير السفر الامن الا يفقد المسافر امتعته وان يولي الامر عنايه كافيه ان حصل",,Fly Adeal,Negative
مكن تردوا ع الرساءل الخاصه و تكونوا قد المسءوليه كخدمه عملاء,,Fly Adeal,Negative
رحلتي اليوم ومعلقه ومافي اي رد عن طريق الاتصال,,Fly Adeal,Negative
"اله لايوفقكم يا اسوا طيران اقسم باله سوء تعامل مع العملاء فضيع اله يعز طيران ناس عنكم وعن سوءكم يوم كامل وانا انتظركم تردون لاتويتر ولا اتصال ترانا دافعين من فلوسنا ردوا اله لايبارك فيكم 


 

طيراناديل",,Fly Adeal,Negative
مر اكثر من ٢٤ ساعه علي مراسلتكم في الخاص ولم تردوا,,Fly Adeal,Negative
اليوم كانت رحلتي من الرياض الي ابها ولاسف وصلت شناطي من الشحن وصخه كانو زيت والشنطه الثانيه مزقه,K.S.A,Fly Adeal,Negative
امس رحلتي من جيزان لجده اعلنتو انها تاخرت ل ٦ ونص وعند الرجوع اجد ان الرحله اقلعت حسبي اله فيكم ١٦٠ ريال دافعتهاواخرتها ما اسافر,,Fly Adeal,Negative
ارسلت علي الخاص من امس ولم يرد احد,المملكة العربية السعودية,Fly Adeal,Negative
مساء الخير حاجز علي ابها من جده علي الظهر امس وتاجلت الرحله وحاولت احضر في الوقت لكن طريق الحرمين مغلق وراحت علي الرحله ماهو الحل,المملكة العربية السعودية,Fly Adeal,Negative
فلوسي طيرتوها ردوا اله يفتح ع قلوبكم,📍somewhere.,Fly Adeal,Negative
"ردوا خاص 
كيف ٢٤ ساعه في خدمتنا ومافيه احد يرد من اكثر من ٧ ساعات", هامة مضر ,Fly Adeal,Negative
صباح الخير اخترت المقاعد ودفعت المبلغ لكن مارضي الموقع يعطيني البوردينق,المملكة العربية السعودية,Fly Adeal,Negative
ردوا خاص مايصير هذا التعامل مع عملاءكم مو معقوله يوم كامل ولا فيه اي تجاوب معنا,المملكة العربية السعودية,Fly Adeal,Negative
لمتي يعني ماتردون وكاتبين ساعه والواقع لي ساعه ولارديتو علي,,Fly Adeal,Negative
ليه ماتردون خاص يعني,المدينة المنورة,Fly Adeal,Negative
من اسوء شركات الطيران التي تعاملت معها بحياتي هاند باق ما رضيو يطلعوها حملوني ريال اني اشحنها مع سوء المعامله من كامل الموضفين ليست بهذه الطريقه ترتقي الشركات,,Fly Adeal,Negative
"اسوء خطوط شفتها في حياتي
الرحله اتاجلت مرتين وحتي بعد ماطلعنا الطياره تاخر الاقلاع وبعد ماوصلنا انتظرنا ساعه ونص عشان توصل الشنطه وصلت مكسوره كمان",Makkah Al Mukarrama,Fly Adeal,Negative
ليه ارسلكم خمس مرات ماتردون,,Fly Adeal,Negative
اسوا طياران,,Fly Adeal,Negative
تاخروا الرحله خمسه ساعات و تجيبونا المطار وتعلقونا ولاتلغوها و لا تعطونا وقت جديد كلوا هذا طمع عشان لا تعوضوا الناس قيمه التذاكر خدمه سيءه لابارك اله فيكم,"Jeddah, Kingdom of Saudi Arabi",Fly Adeal,Negative
اسوء طيران في العالم سيء جدا جدا جدا,"Jeddah, Kingdom of Saudi Arabi",Fly Adeal,Negative
شنطتي لم توصل علي رحلتي وقدمت شكوي بالمطار ولم يتم التواصل معي لان بخصوصها,,Fly Adeal,Negative
ردو علي حسبي اله ونعم الوكيل,,Fly Adeal,Negative
اتمني الرد باسرع وقت والا سوف اصعد الشكوي الي الجهات المختصه هذا ليس بتهديد ولكن حقوقنا مهمله والردود مهمله علما بانه تم التواصل عن طريق الخاص ولم يتم الرد الا بالقطاره,,Fly Adeal,Negative
طيران غير مهني لا انصح فيه احد رحله الساعه ٦ تءجل مرتين وتحذف من الشاشه ولا نعلم متي الاقلاع والان الساعه ١٢ ونصف,,Fly Adeal,Negative
السلام عليكم ورحمه اله وبركاته رحله اليوم من جده لرياض رقم الرحله تاخير الي الان متي موعد الاقلاع من الساعه ٢ بالمطار الي ١٢ ليلا,,Fly Adeal,Negative
ولاشي مافي اي رد و الواحد مو قادر يتواصل معاهم ولا باي طريقه,,Fly Adeal,Negative
مايصير واله من الساعه عشره الصباح ارسل لكم ولا تردون,المملكة العربية السعودية,Fly Adeal,Negative
اسوي خدمه عملاء ساعات مرسلهم شكوي ولم يتم الرد,,Fly Adeal,Negative
اذا ردوا علي احد فيكم يعلمنا,المملكة العربية السعودية,Fly Adeal,Negative
ولاتردون علينا بعد ياليت تردون وتبلغونا رحلتي الساعه وتاخرت الي والان بعد اتاخرت الي خير الي متي التاخير ذا,لا اجــوع للكلمـة الحلــوه 🦋,Fly Adeal,Negative
لو سمحتوا احتاج احد يرد عليا مو طبيعي الوضع في كل مكان رسلتلكم و اتصلت مافي اي رد و لا باي طريقه شسالفه,,Fly Adeal,Negative
"٦ دعوه لطيران اديل والهيءه لحضور زواج اصحاب الشنطه الضايعه

ومازالت الحقيبه مفقوده 
والزواج بعد غدا الجمعه وطيران اديل دون اهتمام او تجاوب حقيقي

فينشنطهالعروسهطيراناديل","جدة, المملكة العربية السعودية",Fly Adeal,Negative
ارجو الرد وعدم التجاهل حجزت وسحبتوا الفلوس وكنسلتوا الحجز,,Fly Adeal,Negative
عندي حجز ليش تلغونه ونتم ماخذين الفلوس,,Fly Adeal,Negative
السلام عليكم رحلتي بكره باذن اله ولكن ماقدرت اصدر بطاقه الصعود ولا فيه اي تجاوب علي الاتصال ارجوا المساعده,,Fly Adeal,Negative
ماتردون لا اتصال ولا بالخاص حسبي اله ونعم الوكيل فيكم,,Fly Adeal,Negative
رحلتي من الدمام الي ابها بكرا والي الان مو قادر اطلع بطاقه صعود الطاءره وموقعكم خربان وماحد يرد علي الاتصالات ولا الايميلات واله مو معقوله الرجاء الرد باسرع وقت وحل هالمشكله مع العلم متبقي اقل من ٢٤ ساعه علي الرحله,,Fly Adeal,Negative
يعني ندفع لكم بالالف وهذي خدمتكم ماحد يرد علينا وفي جده مو قادرين نوصل لمطار,,Fly Adeal,Negative
"من سمح لكم بتغير موعد رحلتي 
افشل طيران وافشل ناس بالوقت وافشل ناس تعامل معهم 
واذا طالبت بحقك سحبو عليك 
لاتقول خاص باكتب ع كيفي بالعام",الرياض,Fly Adeal,Negative
امل افادتي عن سب تاخير رحله الرياض تبوك مايعقل ياطيران اديل تلطعون ناس كبار فالعمر بالطريقه ذي,المملكة العربية السعودية,Fly Adeal,Negative
خدمه العملاء هل انا غلطان في رقمكم ولا انتم نايمين عميلكم يستنجد له اكثر من نصف ساعه ماحد يستجوب معه ولاحد يرد عليه في الاتصال وش هالورعنه,محمد عبده,Fly Adeal,Negative
"يخي ردو علينا نراسلكم ما تردون 
ندق ما تردون",,Fly Adeal,Negative
قسم باله مافي اي احترام لعميل سياسه خدمه العملاء عندكم جدا سيءه يعني مهب طبيعي رحلتي اليوم ب٤٥٠ تروح علي بكل بساطه واكلمكم ع اساس ان الدنيا سيول وامطار ولا همكم يعني تبون اقلب تايتنك واجيكم ردوا ع الخاص بس,📍somewhere.,Fly Adeal,Negative
باله ردوا علي الخاص باله ردوا علي الخاص ردوا يرحم امكم باله,محمد عبده,Fly Adeal,Negative
ردو علي الرساءل الخاصه لو سمحتوا لي ٢٣ دقيقه انتظر تردون علي اتصالي علي رقمكم مو منطقي عدم احترامكم لوقت العميل,,Fly Adeal,Negative
"خدمه عملاء سيءه جدا جدا
اتصل ماحد يرد في الانتظار اكثر من نصف ساعه
تواصل عبر تويتر ماحد يرد في الانتظار اكثر من خمس ساعات",,Fly Adeal,Negative
حجزت حجز ثاني من جده الي الدمام وهما غيرو وقت الرحله ومايناسب بسب الشوارع والاحوال الجويه ومحد يرد بالتلفون والموقع يطلع لي ان طارت الطياره ايش هالسرقه معليش رايحه علي ٣ الاف ريال ومحد يرد من كل جه,🌍,Fly Adeal,Negative
اتاخرت الطياره وراحت عليا الرحله التانيه مين يعوضني,,Fly Adeal,Negative
ياخي ردو طيب الرحله متي لانه تاجلت اكثر من مره متي موعدها الاخير,,Fly Adeal,Negative
رحلتي المفروض الساعه٦وتاخرت الي٧والحين الي ٩من ابها لجده باقي بتاخرونها اكثر ولا لا,ارض الله الواسعه,Fly Adeal,Negative
ليه مافيه رد,,Fly Adeal,Negative
كيف اقدر اتواصل معكم وانتم لاتردون اتصال ولاهنا رسايل,🌍,Fly Adeal,Negative
يتم الاتصال وكالعاده لم يتم الرد وتم التواصل ف الخاص ولم يتم الرد,Tabuk,Fly Adeal,Negative
متي تكرمون وتردون علينا لمتي نتظر تاكيد الرحله,,Fly Adeal,Negative
من الساعه ٣وانا بمطار نايف بانتظار رحله جده والساعه الان١٨و٦ طيب كيف الوضع خلون نروح لبيوتنا وكنسلو افضل من الانتظار والوضع مو مبين له نهايه,,Fly Adeal,Negative
"السلام عليكم مساء الخير 
كان لدي والدتي اليوم رحله داخليه تفاجات بعدم شحن حقيبتها
الرجاء حل المشكله في اسرع وقت حيث ان كل ادويه الوالده في هذه الحقيبه","Jeddah, Kingdom of Saudi Arabi",Fly Adeal,Negative
من الظهر ارسل واتصل بكل الوساءل ومافيه اي رد ولا تجاوب,,Fly Adeal,Negative
لدي رحله من جده الي القصيم الاقلاع ٣٠ ١ ثم تم تاجيلها الي ٣٠ ٤ لكن حتي الان لم تقلع ولم يتم جدولت الرحله ولا زلنا في المطار نامل الافاده,,Fly Adeal,Negative
خدمه زفت ومافيه تجاوب ولا تقدير لظروف,,Fly Adeal,Negative
لي واكثر ارسالكم ولا تجاوب,,Fly Adeal,Negative
اراسلكم لي ساعه ع الخاص محد يتجاوب,Riyadh,Fly Adeal,Negative
"ماحد يرد علي الاتصال لي اكثر من دقيقه في الانتظار
اين خدمه العملاء والاهتمام بهم",,Fly Adeal,Negative
وصلت الي القاهره امس والي الان لم تصل حقيبتي من جده ارسلت لكم في الخاص ولم تجاوبوا,,Fly Adeal,Negative
ردو يا خدمه العملاء اين انتم,,Fly Adeal,Negative
عندي رحله الساعه ٦٣٠ ولي ساعتين اكلمكم ماحد يرد هل تاجلت ولا لاء اقدر الغي الرحله اذا قصيت البوردينق,Anfield,Fly Adeal,Negative
ما احد يرد ورحلات لا نعلم ماذا جري فيها انا من جده واتصل عليهم لا يردون,,Fly Adeal,Negative
كيف الغي الحجز لي ما يقارب ساعه كامله ع الرد الالي و لا يوجد اي خيار في الموقع او التطبيق لالغاء الحجز,,Fly Adeal,Negative
نتصل علي خدمه العملاء بنسال عن الوضع ولا احد يرد ابدا,,Fly Adeal,Negative
رحلتين فاتني اليوم كل ماروح المطار ارجع بحجه فاتك الحجز امطار ومقفل طريق المطار اطير علشان اوصل المطار طيران اديل استغلال في خدمه العملاء تقول احجزي عالرحله الجايه بتذاكر جديده اسوا تعامل وعدم اهتمام بالعملاء حلفت ماعاد افكر مجرد تفكير اتعامل معهم وربي بياخذ لي حقي منهم,,Fly Adeal,Negative
رحلتي من المدينه لدمام اليوم كانت وتاجلت ل والحين تاجلت ايش التصرف الصحيح انا رايحه عندي مناسبه ولا راح اقدر احضرها,,Fly Adeal,Negative
اسوا طيران ليا ساعه اتواصل عالرقم الموحد محد يرد مكن اعرف ايش المشكله ابغا اعدل اسمي ف حجز الطيران ومحد يرد ليا ساعه وشويه,,Fly Adeal,Negative
اتصلنا ميه مره من الصباح ولا احد يرد وايميلات ولا احد يرد بخصوص رحله اليوم واغلاق الطرق بالسيول والامطار الرجاء توضيح الامر لركاب الذين فاتنا رحله الظهر بسب الامطار واغلاق الطرق,,Fly Adeal,Negative
ليش ماتردون علي الرساءل في الخاص جده كلها استنفار وكل الطرق الي تودي لمطار مغلقه ليش مافيه تاجيل رحلات,,Fly Adeal,Negative
السلام كلمت تقريبا ساعه ما احد يرد و اونلاين يطلع ان الكل مشغول و تويتر بعد مافي رد,🇸🇦🇺🇸,Fly Adeal,Negative
عندنا ظروف مو كل الناس فاضين ينتظرون خدمه العملاء السيءه,,Fly Adeal,Negative
واله لو الملكه كلها تكلم خدمه العملاء ماقعد نص ساعه ع الخط ورحلتي تاخرت ويجي الموعد وانا انتظار حضراتكم تردون عشان تقولون ناسف معد نقدر ناخر,,Fly Adeal,Negative
حتي الموقع مايسمح لي باداره الحجز,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
ردو علي الرسايل الخاصه واحترمو عملاءكم,,Fly Adeal,Negative
كيف اتواصل معاكم لاتصال تردون ولارساءل تردون … اسوء خدمه مرت علي,,Fly Adeal,Negative
ليه مافيه احد يرد,"الرياض, المملكة العربية السعودية",Fly Adeal,Negative
قول لعروسه اله يعوض عليك ثاني مره سافروا بالطياره وارسلوا عفشكم مع النقل الجماعي,,Fly Adeal,Negative
استخفاف بالعملاء بشكل مستفز,الرياض,Fly Adeal,Negative
